tourist_id,nationality,age,gender,travel_purpose,arrival_date,departure_date,duration_days,season,group_size,travel_with,previous_visits_to_nepal,hotel_id,accommodation_type,accommodation_city,cities_visited,num_attractions_visited,primary_transport,uses_tour_guide,daily_budget_usd,accommodation_cost_npr,food_cost_npr,shopping_cost_npr,activities_cost_npr,transport_cost_npr,guide_cost_npr,total_spent_npr,information_source,main_interest,satisfaction_score,would_recommend
3633,Indian,37,Male,Cultural Tourism,2025-06-04 03:50:54.435982,2025-06-09 03:50:54.435982,5,Monsoon,2,Partner/Spouse,0,58,Mid-Range Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",8,Public Bus,True,17,19725,3610,2015,4000,500,6564,36414,Friends/Family,Architecture,6.6,False
3634,Thai,40,Male,Cultural Tourism,2025-01-10 03:50:54.435982,2025-01-14 03:50:54.435982,4,Winter,2,Partner/Spouse,0,33,Mid-Range Hotel,Patan,"Kathmandu,Patan",11,Walking,True,19,12380,3084,1819,5500,200,9858,32841,Travel Agency,Architecture,8.3,True
3635,American,40,Male,Pilgrimage,2025-06-26 03:50:54.435982,2025-07-06 03:50:54.435982,10,Monsoon,2,Friend,0,44,Mid-Range Hotel,Patan,"Kathmandu,Patan,Bhaktapur",8,Taxi,False,24,20150,13350,7945,4000,8000,0,53445,Social Media,Spiritual Experience,5.8,False
3636,British,62,Female,Adventure/Trekking,2025-01-27 03:50:54.435982,2025-02-09 03:50:54.435982,13,Winter,2,Friend,0,59,Mid-Range Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",3,Private Car,False,29,29250,19240,11157,1500,26000,0,87147,Guidebooks,Adventure Sports,7.4,True
3637,Japanese,68,Female,Adventure/Trekking,2025-05-30 03:50:54.435982,2025-06-07 03:50:54.435982,8,Spring,2,Friend,0,56,Boutique Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",4,Rental Bike,False,22,25144,22520,3246,2000,4000,0,56910,Social Media,Nature,8.7,True
3638,German,31,Male,Adventure/Trekking,2025-05-11 03:50:54.435982,2025-05-19 03:50:54.435982,8,Spring,1,Solo,0,15,Guesthouse,Kathmandu,"Kathmandu,Patan,Bhaktapur",4,Private Car,False,18,11352,9160,3707,2000,16000,0,42219,Friends/Family,Trekking,9.1,True
3639,American,20,Female,Backpacking,2025-11-22 03:50:54.435982,2025-12-01 03:50:54.435982,9,Autumn,2,Partner/Spouse,2,57,Boutique Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",10,Private Car,False,35,59724,26982,9451,5000,18000,0,119157,Social Media,Local Culture,7.6,True
3640,Israeli,27,Male,Cultural Tourism,2025-02-04 03:50:54.435982,2025-02-13 03:50:54.435982,9,Winter,2,Partner/Spouse,0,15,Guesthouse,Kathmandu,"Kathmandu,Patan,Bhaktapur",14,Rental Bike,False,10,12771,3492,2550,7000,4500,0,30313,Other,Architecture,6.4,False
3641,Australian,43,Male,Cultural Tourism,2025-02-03 03:50:54.435982,2025-02-12 03:50:54.435982,9,Winter,2,Friend,0,21,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",16,Public Bus,True,30,22131,16668,2068,8000,900,18196,67963,Social Media,Architecture,6.3,False
3642,German,20,Male,Backpacking,2025-01-03 03:50:54.435982,2025-01-17 03:50:54.435982,14,Winter,2,Partner/Spouse,0,21,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",4,Private Car,False,28,34426,17850,2095,2000,28000,0,84371,Travel Blogs,Local Culture,6.8,False
3643,Thai,28,Male,Backpacking,2025-11-09 03:50:54.435982,2025-11-15 03:50:54.435982,6,Autumn,4,Family,0,27,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",7,Private Car,False,11,13704,3972,1641,3500,12000,0,34817,Travel Blogs,Local Culture,8.6,True
3644,Korean,34,Female,Volunteer Work,2025-02-15 03:50:54.435982,2025-02-22 03:50:54.435982,7,Winter,4,Friends,1,51,Luxury Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",5,Taxi,True,24,61502,18130,1598,2500,5600,14073,103403,Social Media,Food,6.9,False
3645,Indian,39,Male,Business,2024-12-24 03:50:54.435982,2024-12-27 03:50:54.435982,3,Winter,3,Friends,0,49,Budget Hostel,Bhaktapur,"Kathmandu,Patan",8,Public Bus,False,5,1242,1032,174,4000,300,0,6748,Other,Local Culture,7.8,True
3646,Indian,68,Female,Cultural Tourism,2025-04-11 03:50:54.435982,2025-04-15 03:50:54.435982,4,Spring,4,Family,3,35,Homestay,Patan,"Kathmandu,Patan",12,Taxi,False,8,2020,1376,3,6000,3200,0,12599,Social Media,Local Culture,9.1,True
3647,American,53,Male,Luxury Travel,2025-10-20 03:50:54.435982,2025-11-01 03:50:54.435982,12,Autumn,1,Solo,2,47,Boutique Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",6,Private Car,False,44,88560,22824,2119,3000,24000,0,140503,Travel Blogs,Food,7.6,True
3648,Chinese,21,Male,Backpacking,2025-04-05 03:50:54.435982,2025-04-10 03:50:54.435982,5,Spring,5,Tour Group,0,18,Luxury Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",9,Public Bus,False,25,52465,10610,1722,4500,500,0,69797,Social Media,Food,7.2,True
3649,British,21,Female,Cultural Tourism,2025-02-27 03:50:54.435982,2025-03-07 03:50:54.435982,8,Winter,1,Solo,1,28,Boutique Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",14,Rental Bike,False,21,46448,7808,717,7000,4000,0,65973,Travel Blogs,Heritage Sites,7.2,True
3650,Other,41,Male,Backpacking,2025-10-12 03:50:54.435982,2025-10-19 03:50:54.435982,7,Autumn,3,Tour Group,2,15,Guesthouse,Kathmandu,"Kathmandu,Patan,Bhaktapur",5,Private Car,False,12,9933,9478,2377,2500,14000,0,38288,Social Media,Local Culture,9.6,True
3651,Australian,38,Male,Cultural Tourism,2025-01-16 03:50:54.435982,2025-01-26 03:50:54.435982,10,Winter,1,Solo,0,4,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",8,Rental Bike,False,30,26360,13520,4003,4000,5000,0,52883,Travel Agency,Local Culture,5.7,False
3652,American,32,Male,Adventure/Trekking,2025-04-18 03:50:54.435982,2025-05-01 03:50:54.435982,13,Spring,1,Solo,2,27,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",5,Public Bus,True,31,29692,19617,8481,2500,1300,18474,80064,Social Media,Adventure Sports,5.7,False
3653,American,23,Female,Cultural Tourism,2025-02-21 03:50:54.435982,2025-03-03 03:50:54.435982,10,Winter,2,Friend,1,3,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",14,Private Car,True,32,27570,19250,12349,7000,20000,14710,100879,Travel Blogs,Heritage Sites,8.3,True
3654,Indian,57,Female,Cultural Tourism,2025-07-01 03:50:54.435982,2025-07-07 03:50:54.435982,6,Monsoon,4,Tour Group,0,33,Mid-Range Hotel,Patan,"Kathmandu,Patan,Bhaktapur",17,Public Bus,True,13,18570,4200,117,8500,600,13068,45055,Guidebooks,Local Culture,8.3,True
3655,Bangladeshi,64,Female,Cultural Tourism,2025-11-07 03:50:54.435982,2025-11-10 03:50:54.435982,3,Autumn,4,Family,0,14,Guesthouse,Kathmandu,"Kathmandu,Bhaktapur",9,Public Bus,True,13,2196,3588,856,4500,300,2476,13916,Social Media,Local Culture,7.7,True
3656,Japanese,29,Female,Backpacking,2024-12-21 03:50:54.435982,2024-12-26 03:50:54.435982,5,Winter,1,Solo,0,50,Boutique Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",8,Walking,True,30,18640,9140,1161,4000,250,8550,41741,Travel Blogs,Food,9.2,True
3657,Thai,39,Male,Cultural Tourism,2024-12-09 03:50:54.435982,2024-12-13 03:50:54.435982,4,Winter,3,Friends,1,36,Mid-Range Hotel,Patan,"Kathmandu,Patan",8,Private Car,True,18,11476,3064,1160,4000,8000,8580,36280,Travel Agency,Local Culture,6.9,False
3658,American,29,Female,Cultural Tourism,2025-10-24 03:50:54.435982,2025-10-31 03:50:54.435982,7,Autumn,1,Solo,0,4,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",13,Private Car,True,27,18452,15456,7752,6500,14000,9468,71628,Travel Blogs,Local Culture,7.2,True
3659,French,28,Male,Cultural Tourism,2025-10-05 03:50:54.435982,2025-10-13 03:50:54.435982,8,Autumn,1,Solo,0,27,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",13,Public Bus,False,23,18272,13992,5968,6500,800,0,45532,Travel Agency,Heritage Sites,8.1,True
3660,Thai,45,Male,Cultural Tourism,2025-09-27 03:50:54.435982,2025-10-01 03:50:54.435982,4,Autumn,5,Friends,0,42,Mid-Range Hotel,Patan,"Kathmandu,Patan",12,Taxi,False,15,13028,4200,1019,6000,3200,0,27447,Travel Blogs,Local Culture,7.8,True
3661,British,45,Male,Business,2025-01-28 03:50:54.435982,2025-02-08 03:50:54.435982,11,Winter,1,Solo,0,13,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",7,Rental Bike,False,16,39039,7832,5391,3500,5500,0,61262,Travel Agency,Heritage Sites,6.0,False
3662,German,21,Male,Cultural Tourism,2025-05-13 03:50:54.435982,2025-05-24 03:50:54.435982,11,Spring,1,Solo,0,8,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",19,Taxi,True,33,18667,23617,9748,9500,8800,19645,89977,Travel Agency,Architecture,6.0,False
3663,Other,62,Male,Adventure/Trekking,2025-04-04 03:50:54.435982,2025-04-13 03:50:54.435982,9,Spring,2,Friend,0,16,Boutique Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",5,Taxi,True,21,55647,7497,182,2500,7200,10580,83606,Friends/Family,Nature,8.1,True
3664,Other,64,Female,Backpacking,2025-07-14 03:50:54.435982,2025-07-21 03:50:54.435982,7,Monsoon,3,Family,1,15,Guesthouse,Kathmandu,"Kathmandu,Patan,Bhaktapur",8,Private Car,True,20,9933,10003,1957,4000,14000,14898,54791,Social Media,Food,4.9,False
3665,Indian,24,Female,Cultural Tourism,2025-09-11 03:50:54.435982,2025-09-14 03:50:54.435982,3,Autumn,5,Friends,4,43,Guesthouse,Patan,"Kathmandu,Patan,Bhaktapur",9,Rental Bike,True,9,2166,2016,457,4500,1500,3107,13746,Social Media,Local Culture,6.1,False
3666,Chinese,40,Female,Cultural Tourism,2025-09-18 03:50:54.435982,2025-09-26 03:50:54.435982,8,Autumn,3,Friends,1,22,Boutique Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",9,Private Car,False,18,24128,9144,4067,4500,16000,0,57839,Travel Blogs,Heritage Sites,6.6,False
3667,Indian,52,Female,Pilgrimage,2025-01-01 03:50:54.435982,2025-01-06 03:50:54.435982,5,Winter,2,Friend,1,46,Budget Hostel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",11,Public Bus,False,6,2390,2535,117,5500,500,0,11042,Guidebooks,Spiritual Experience,7.0,True
3668,Japanese,59,Female,Business,2025-05-11 03:50:54.435982,2025-05-17 03:50:54.435982,6,Spring,3,Friends,0,39,Boutique Hotel,Patan,"Kathmandu,Patan,Bhaktapur",9,Private Car,False,37,31764,7596,5302,4500,12000,0,61162,Other,Food,8.2,True
3669,American,26,Female,Cultural Tourism,2025-03-23 03:50:54.435982,2025-04-04 03:50:54.435982,12,Spring,2,Friend,0,42,Mid-Range Hotel,Patan,"Kathmandu,Patan,Bhaktapur",18,Rental Bike,True,21,39084,14592,338,9000,6000,15906,84920,Travel Blogs,Local Culture,6.8,False
3670,Indian,38,Female,Cultural Tourism,2025-11-15 03:50:54.435982,2025-11-19 03:50:54.435982,4,Autumn,3,Tour Group,1,43,Guesthouse,Patan,"Kathmandu,Bhaktapur",12,Walking,False,9,2888,2040,1155,6000,200,0,12283,Social Media,Local Culture,6.4,False
3671,Chinese,36,Female,Adventure/Trekking,2025-02-05 03:50:54.435982,2025-02-11 03:50:54.435982,6,Winter,7,Family,0,51,Luxury Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",7,Rental Bike,True,25,52716,15942,3812,3500,3000,8313,87283,Other,Trekking,7.5,True
3672,Australian,53,Male,Adventure/Trekking,2025-04-03 03:50:54.435982,2025-04-14 03:50:54.435982,11,Spring,1,Solo,0,6,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",3,Private Car,False,21,35849,8756,1710,1500,22000,0,69815,Guidebooks,Adventure Sports,7.6,True
3673,Indian,28,Male,Adventure/Trekking,2025-03-22 03:50:54.435982,2025-03-28 03:50:54.435982,6,Spring,5,Family,0,29,Budget Hostel,Kathmandu,"Kathmandu,Patan,Bhaktapur",3,Private Car,False,9,2010,2844,1112,1500,12000,0,19466,Social Media,Nature,7.9,True
3674,Chinese,54,Female,Adventure/Trekking,2025-09-19 03:50:54.435982,2025-09-27 03:50:54.435982,8,Autumn,3,Tour Group,1,27,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",3,Rental Bike,True,28,18272,13800,6198,1500,4000,12800,56570,Guidebooks,Trekking,6.9,False
3675,Chinese,23,Female,Business,2025-11-21 03:50:54.435982,2025-11-27 03:50:54.435982,6,Autumn,7,Tour Group,0,3,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",6,Taxi,True,13,16542,5298,613,3000,4800,12234,42487,Social Media,Heritage Sites,7.6,True
3676,Chinese,44,Female,Pilgrimage,2025-01-12 03:50:54.435982,2025-01-21 03:50:54.435982,9,Winter,2,Partner/Spouse,2,2,Boutique Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",11,Taxi,False,29,51075,25722,9823,5500,7200,0,99320,Travel Blogs,Religious Sites,8.2,True
3677,Indian,47,Male,Pilgrimage,2025-05-17 03:50:54.435982,2025-05-21 03:50:54.435982,4,Spring,4,Tour Group,0,26,Budget Hostel,Kathmandu,"Kathmandu,Patan",6,Public Bus,False,9,2348,2144,573,3000,400,0,8465,Other,Religious Sites,4.9,False
3678,British,19,Male,Cultural Tourism,2024-12-15 03:50:54.435982,2024-12-25 03:50:54.435982,10,Winter,2,Partner/Spouse,0,31,Boutique Hotel,Patan,"Kathmandu,Patan,Bhaktapur",15,Taxi,True,21,71460,9430,6635,7500,8000,20755,123780,Travel Agency,Local Culture,4.9,False
3679,British,20,Female,Backpacking,2025-10-11 03:50:54.435982,2025-10-22 03:50:54.435982,11,Autumn,2,Partner/Spouse,5,53,Luxury Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",6,Private Car,True,36,98054,31438,11978,3000,22000,20685,187155,Travel Agency,Local Culture,7.4,True
3680,American,62,Female,Adventure/Trekking,2025-06-16 03:50:54.435982,2025-06-28 03:50:54.435982,12,Monsoon,2,Friend,1,44,Mid-Range Hotel,Patan,"Kathmandu,Patan,Bhaktapur",5,Private Car,True,42,24180,31212,12853,2500,24000,24792,119537,Friends/Family,Trekking,7.6,True
3681,Thai,47,Female,Adventure/Trekking,2025-09-25 03:50:54.435982,2025-09-29 03:50:54.435982,4,Autumn,2,Partner/Spouse,0,37,Boutique Hotel,Patan,"Kathmandu,Patan",7,Public Bus,True,15,18656,5020,648,3500,400,6710,34934,Friends/Family,Adventure Sports,8.8,True
3682,Chinese,53,Female,Adventure/Trekking,2025-04-17 03:50:54.435982,2025-04-24 03:50:54.435982,7,Spring,5,Family,0,32,Boutique Hotel,Patan,"Kathmandu,Patan,Bhaktapur",5,Rental Bike,True,14,33005,5187,1387,2500,3500,13728,59307,Travel Agency,Trekking,6.1,False
3683,Indian,63,Female,Pilgrimage,2025-06-18 03:50:54.435982,2025-06-23 03:50:54.435982,5,Monsoon,3,Tour Group,1,45,Guesthouse,Patan,"Kathmandu,Patan,Bhaktapur",11,Rental Bike,False,7,4870,2615,650,5500,2500,0,16135,Travel Agency,Spiritual Experience,7.0,True
3684,French,66,Male,Cultural Tourism,2024-12-02 03:50:54.435982,2024-12-13 03:50:54.435982,11,Winter,2,Partner/Spouse,2,38,Mid-Range Hotel,Patan,"Kathmandu,Patan,Bhaktapur",16,Rental Bike,False,26,21857,28028,8471,8000,5500,0,71856,Travel Agency,Local Culture,8.6,True
3685,Chinese,47,Male,Cultural Tourism,2025-07-14 03:50:54.435982,2025-07-19 03:50:54.435982,5,Monsoon,5,Tour Group,0,59,Mid-Range Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",14,Rental Bike,False,29,11250,9125,479,7000,2500,0,30354,Other,Architecture,6.3,False
3686,Chinese,28,Female,Adventure/Trekking,2025-10-03 03:50:54.435982,2025-10-11 03:50:54.435982,8,Autumn,3,Family,1,42,Mid-Range Hotel,Patan,"Kathmandu,Patan,Bhaktapur",5,Private Car,False,19,26056,7560,6355,2500,16000,0,58471,Other,Trekking,8.1,True
3687,Korean,29,Female,Pilgrimage,2024-12-06 03:50:54.435982,2024-12-13 03:50:54.435982,7,Winter,2,Friend,4,8,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",9,Taxi,False,18,11879,7658,3167,4500,5600,0,32804,Social Media,Religious Sites,7.6,True
3688,Australian,68,Female,Cultural Tourism,2025-08-08 03:50:54.435982,2025-08-22 03:50:54.435982,14,Monsoon,1,Solo,0,23,Guesthouse,Kathmandu,"Kathmandu,Patan,Bhaktapur",16,Public Bus,True,16,17416,10626,1043,8000,1400,14826,53311,Travel Agency,Heritage Sites,6.1,False
3689,Chinese,68,Male,Pilgrimage,2025-04-21 03:50:54.435982,2025-04-29 03:50:54.435982,8,Spring,3,Tour Group,2,43,Guesthouse,Patan,"Kathmandu,Patan,Bhaktapur",5,Rental Bike,False,13,5776,10952,4384,2500,4000,0,27612,Social Media,Religious Sites,8.4,True
3690,Indian,29,Male,Pilgrimage,2025-01-14 03:50:54.435982,2025-01-20 03:50:54.435982,6,Winter,2,Partner/Spouse,0,55,Guesthouse,Bhaktapur,"Kathmandu,Patan,Bhaktapur",10,Rental Bike,False,7,4584,3702,941,5000,3000,0,17227,Social Media,Spiritual Experience,7.9,True
3691,French,66,Female,Cultural Tourism,2025-05-04 03:50:54.435982,2025-05-12 03:50:54.435982,8,Spring,2,Friend,1,39,Boutique Hotel,Patan,"Kathmandu,Patan,Bhaktapur",16,Taxi,False,18,42352,5384,4698,8000,6400,0,66834,Friends/Family,Architecture,9.1,True
3692,Indian,33,Female,Cultural Tourism,2025-05-01 03:50:54.435982,2025-05-05 03:50:54.435982,4,Spring,4,Family,0,56,Boutique Hotel,Bhaktapur,"Kathmandu,Bhaktapur",11,Taxi,True,15,12572,3588,358,5500,3200,4288,29506,Social Media,Local Culture,7.5,True
3693,American,55,Female,Backpacking,2025-02-10 03:50:54.435982,2025-02-18 03:50:54.435982,8,Winter,2,Partner/Spouse,3,32,Boutique Hotel,Patan,"Kathmandu,Patan,Bhaktapur",11,Taxi,False,23,37720,16904,846,5500,6400,0,67370,Other,Shopping,7.0,False
3694,British,39,Female,Business,2025-04-17 03:50:54.435982,2025-04-28 03:50:54.435982,11,Spring,3,Family,0,2,Boutique Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",4,Private Car,False,30,62425,19514,6762,2000,22000,0,112701,Guidebooks,Shopping,8.1,True
3695,Japanese,43,Male,Cultural Tourism,2025-05-30 03:50:54.435982,2025-06-04 03:50:54.435982,5,Spring,2,Partner/Spouse,1,4,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",15,Public Bus,False,22,13180,7020,438,7500,500,0,28638,Travel Agency,Local Culture,7.7,True
3696,Korean,37,Male,Pilgrimage,2025-05-31 03:50:54.435982,2025-06-05 03:50:54.435982,5,Spring,3,Family,2,28,Boutique Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",8,Taxi,False,15,29030,5590,2773,4000,4000,0,45393,Travel Blogs,Spiritual Experience,8.0,True
3697,Israeli,61,Male,Cultural Tourism,2024-12-24 03:50:54.435982,2024-12-30 03:50:54.435982,6,Winter,2,Partner/Spouse,0,52,Luxury Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",9,Public Bus,False,25,76836,14862,5239,4500,600,0,102037,Travel Blogs,Heritage Sites,7.2,True
3698,Chinese,41,Male,Cultural Tourism,2025-10-24 03:50:54.435982,2025-10-29 03:50:54.435982,5,Autumn,7,Friends,0,16,Boutique Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",15,Public Bus,True,27,30915,14320,2893,7500,500,4702,60830,Travel Agency,Heritage Sites,6.0,False
3699,Indian,28,Male,Cultural Tourism,2025-04-10 03:50:54.435982,2025-04-16 03:50:54.435982,6,Spring,2,Partner/Spouse,2,26,Budget Hostel,Kathmandu,"Kathmandu,Patan,Bhaktapur",15,Rental Bike,False,8,3522,3894,511,7500,3000,0,18427,Social Media,Architecture,6.7,False
3700,Chinese,45,Male,Pilgrimage,2025-01-20 03:50:54.435982,2025-01-27 03:50:54.435982,7,Winter,6,Family,0,3,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",10,Taxi,True,16,19299,4823,3186,5000,5600,9369,47277,Social Media,Spiritual Experience,5.2,False
3701,Thai,37,Male,Cultural Tourism,2024-12-01 03:50:54.435982,2024-12-05 03:50:54.435982,4,Winter,2,Friend,1,22,Boutique Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",12,Taxi,True,12,12064,4632,88,6000,3200,6206,32190,Travel Blogs,Local Culture,9.0,True
3702,Korean,39,Male,Business,2025-03-20 03:50:54.435982,2025-03-26 03:50:54.435982,6,Spring,4,Family,0,11,Guesthouse,Kathmandu,"Kathmandu,Patan,Bhaktapur",5,Taxi,False,12,8226,4038,572,2500,4800,0,20136,Travel Agency,Heritage Sites,8.7,True
3703,Korean,42,Male,Business,2025-01-19 03:50:54.435982,2025-01-27 03:50:54.435982,8,Winter,3,Friends,1,59,Mid-Range Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",5,Private Car,False,11,18000,5384,3206,2500,16000,0,45090,Social Media,Local Culture,8.2,True
3704,Japanese,24,Female,Backpacking,2025-09-20 03:50:54.435982,2025-09-26 03:50:54.435982,6,Autumn,3,Family,2,50,Boutique Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",11,Rental Bike,True,33,22368,12324,3314,5500,3000,8970,55476,Travel Blogs,Shopping,8.5,True
3705,French,68,Male,Backpacking,2025-09-15 03:50:54.435982,2025-09-24 03:50:54.435982,9,Autumn,2,Friend,1,44,Mid-Range Hotel,Patan,"Kathmandu,Patan,Bhaktapur",8,Walking,False,20,18135,10332,4333,4000,450,0,37250,Travel Blogs,Heritage Sites,7.6,True
3706,Israeli,53,Male,Cultural Tourism,2025-10-26 03:50:54.435982,2025-11-03 03:50:54.435982,8,Autumn,1,Solo,1,1,Guesthouse,Kathmandu,"Kathmandu,Patan,Bhaktapur",12,Taxi,True,10,6776,3616,1784,6000,6400,10204,34780,Travel Agency,Local Culture,8.4,True
3707,Other,26,Male,Pilgrimage,2025-09-24 03:50:54.435982,2025-09-29 03:50:54.435982,5,Autumn,2,Friend,0,12,Guesthouse,Kathmandu,"Kathmandu,Patan,Bhaktapur",5,Private Car,True,22,5550,4895,4050,2500,10000,4646,31641,Social Media,Spiritual Experience,8.3,True
3708,Indian,34,Male,Cultural Tourism,2024-12-22 03:50:54.435982,2024-12-28 03:50:54.435982,6,Winter,3,Family,0,35,Homestay,Patan,"Kathmandu,Patan,Bhaktapur",10,Public Bus,False,10,3030,2172,142,5000,600,0,10944,Social Media,Heritage Sites,6.9,False
3709,French,33,Female,Cultural Tourism,2025-08-16 03:50:54.435982,2025-08-23 03:50:54.435982,7,Monsoon,1,Solo,3,6,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",12,Private Car,False,28,22813,13132,7240,6000,14000,0,63185,Travel Agency,Architecture,3.9,False
3710,German,22,Female,Cultural Tourism,2025-05-27 03:50:54.435982,2025-06-04 03:50:54.435982,8,Spring,1,Solo,2,30,Luxury Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",8,Private Car,False,23,96016,13872,4901,4000,16000,0,134789,Travel Blogs,Heritage Sites,7.1,True
3711,American,41,Female,Luxury Travel,2025-10-16 03:50:54.435982,2025-10-24 03:50:54.435982,8,Autumn,2,Partner/Spouse,0,44,Mid-Range Hotel,Patan,"Kathmandu,Patan,Bhaktapur",8,Public Bus,True,26,16120,23408,1347,4000,800,19168,64843,Guidebooks,Local Culture,8.4,True
3712,British,65,Female,Cultural Tourism,2025-01-29 03:50:54.435982,2025-02-10 03:50:54.435982,12,Winter,3,Tour Group,2,43,Guesthouse,Patan,"Kathmandu,Patan,Bhaktapur",9,Taxi,True,22,8664,13716,9460,4500,9600,28656,74596,Travel Blogs,Local Culture,6.9,False
3713,Indian,28,Female,Backpacking,2025-04-04 03:50:54.435982,2025-04-07 03:50:54.435982,3,Spring,5,Family,0,22,Boutique Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",8,Rental Bike,True,14,9048,2991,1553,4000,1500,4547,23639,Travel Blogs,Local Culture,8.2,True
3714,Australian,36,Male,Business,2025-04-20 03:50:54.435982,2025-05-03 03:50:54.435982,13,Spring,2,Friend,0,36,Mid-Range Hotel,Patan,"Kathmandu,Patan,Bhaktapur",9,Rental Bike,True,26,37297,30472,29,4500,6500,21894,100692,Other,Shopping,10.0,True
3715,Other,40,Male,Cultural Tourism,2025-08-14 03:50:54.435982,2025-08-19 03:50:54.435982,5,Monsoon,2,Friend,1,16,Boutique Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",11,Rental Bike,True,19,30915,3170,1156,5500,2500,6326,49567,Friends/Family,Heritage Sites,6.7,False
3716,Chinese,26,Male,Cultural Tourism,2025-08-22 03:50:54.435982,2025-08-31 03:50:54.435982,9,Monsoon,7,Family,2,28,Boutique Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",11,Walking,False,22,52254,12393,2265,5500,450,0,72862,Social Media,Local Culture,5.3,False
3717,Indian,58,Female,Pilgrimage,2025-10-01 03:50:54.435982,2025-10-06 03:50:54.435982,5,Autumn,2,Partner/Spouse,0,49,Budget Hostel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",9,Private Car,False,10,2070,1730,1140,4500,10000,0,19440,Travel Agency,Spiritual Experience,6.4,False
3718,British,41,Male,Backpacking,2024-12-11 03:50:54.435982,2024-12-23 03:50:54.435982,12,Winter,2,Partner/Spouse,0,56,Boutique Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",5,Rental Bike,True,26,37716,35712,1491,2500,6000,16014,99433,Travel Agency,Heritage Sites,6.9,False
3719,British,29,Male,Adventure/Trekking,2025-06-21 03:50:54.435982,2025-06-30 03:50:54.435982,9,Monsoon,1,Solo,0,51,Luxury Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",3,Private Car,True,32,79074,23076,6960,1500,18000,15092,143702,Social Media,Nature,5.7,False
3720,Indian,25,Female,Adventure/Trekking,2025-09-24 03:50:54.435982,2025-09-30 03:50:54.435982,6,Autumn,5,Friends,0,2,Boutique Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",5,Taxi,False,18,34050,5964,3001,2500,4800,0,50315,Social Media,Nature,6.8,False
3721,Spanish,63,Female,Pilgrimage,2025-05-19 03:50:54.435982,2025-05-28 03:50:54.435982,9,Spring,1,Solo,1,27,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",10,Taxi,True,25,20556,15858,1426,5000,7200,9836,59876,Travel Agency,Religious Sites,7.5,True
